user_id,post_interval_std,likes_per_hour,comments_per_hour,repost_ratio,follower_following_ratio,account_age_days,profile_completeness,unique_word_ratio,avg_sentiment_score,burst_flag,network_overlap_score,night_activity_ratio,hashtag_reuse_rate,avg_response_time_sec,is_bot
255,8.05,124,97,0.991,0.218,161,0.2,0.1,0.096,1,0.975,0.675,0.842,7.41,1
256,1872.78,8,3,0.396,4.378,1480,0.72,0.69,0.979,1,0.076,0.284,0.277,35359.52,0
257,1348.83,11,3,0.127,3.228,747,0.85,0.77,0.261,0,0.266,0.058,0.157,44312.23,0
258,1893.24,13,8,0.383,2.439,865,0.64,0.84,-0.046,0,0.313,0.281,0.055,45071.63,0
259,1707.35,22,6,0.078,4.521,441,0.74,0.56,0.061,0,0.214,0.141,0.235,86123.67,0
260,16.8,172,82,0.828,0.061,69,0.26,0.26,0.032,1,0.636,0.721,0.662,4.73,1
261,29.64,166,112,0.979,0.044,168,0.19,0.13,0.005,1,0.83,0.773,0.989,8.9,1
262,1.35,172,120,0.812,0.124,117,0.11,0.11,-0.011,1,0.849,0.896,0.755,6.16,1
263,855.66,19,1,0.102,2.405,1664,0.74,0.57,0.496,0,0.205,0.262,0.293,12947.95,0
264,1062.3,32,5,0.144,1.677,345,0.54,0.59,-0.446,1,0.167,0.151,0.308,55008.12,0
265,11.13,167,124,0.751,0.122,79,0.11,0.15,-0.094,1,0.806,0.798,0.735,7.35,1
266,18.62,134,108,0.849,0.212,143,0.32,0.23,0.065,1,0.814,0.518,0.898,5.26,1
267,977.54,6,3,0.169,4.053,2197,0.82,0.86,0.229,1,0.245,0.068,0.196,72260.04,0
268,19.22,172,92,0.886,0.199,31,0.12,0.26,-0.008,0,0.998,0.429,0.878,9.85,1
269,20.3,131,132,0.848,0.034,69,0.19,0.17,0.035,1,0.917,0.795,0.636,5.45,1
270,203.69,5,15,0.089,3.081,2089,0.74,0.89,0.818,0,0.195,0.193,0.133,63930.2,0
271,25.07,140,85,0.908,0.234,4,0.15,0.28,0.008,1,0.77,0.419,0.651,7.89,1
272,16.03,123,77,0.748,0.014,154,0.35,0.15,0.05,1,0.865,0.564,0.969,8.95,1
273,1601.48,7,1,0.37,3.398,3396,0.99,0.51,-0.388,0,0.127,0.122,0.368,7015.62,0
274,849.12,36,3,0.359,2.009,1772,0.69,0.6,-0.349,0,0.287,0.111,0.061,12109.4,0
275,953.76,34,15,0.122,2.602,2200,0.85,0.53,-0.599,0,0.363,0.232,0.133,71178.41,0
276,1349.6,5,17,0.372,4.232,410,0.69,0.87,0.098,0,0.027,0.074,0.242,3533.44,0
277,740.65,1,19,0.03,2.856,3007,0.65,0.63,0.678,0,0.323,0.238,0.2,20250.03,0
278,14.69,171,125,0.841,0.081,133,0.21,0.18,0.011,0,0.755,0.623,0.994,4.16,1
279,17.91,127,90,0.798,0.288,67,0.23,0.17,0.013,1,0.995,0.65,0.678,5.29,1
280,15.86,194,125,0.744,0.262,153,0.33,0.23,0.02,0,0.688,0.424,0.696,4.11,1
281,8.45,193,87,0.741,0.017,110,0.12,0.13,-0.072,1,0.682,0.873,0.634,2.91,1
282,825.51,6,18,0.316,2.608,1641,0.79,0.89,-0.1,0,0.133,0.048,0.313,60542.21,0
283,649.45,16,19,0.196,4.718,443,0.68,0.66,-0.359,0,0.041,0.027,0.125,40983.15,0
284,1853.52,38,18,0.224,4.287,1067,0.86,0.98,-0.25,0,0.359,0.202,0.349,53440.09,0
285,959.06,35,12,0.281,4.275,1301,0.51,0.78,-0.021,0,0.253,0.282,0.161,77279.06,0
286,16.44,180,122,0.871,0.177,99,0.22,0.17,0.055,1,0.972,0.829,0.772,7.76,1
287,18.21,99,69,0.979,0.209,120,0.28,0.17,-0.044,0,0.977,0.647,0.634,8.82,1
288,470.4,33,1,0.195,0.789,375,0.91,0.74,-0.638,0,0.168,0.109,0.139,11444.26,0
289,625.59,24,6,0.327,0.662,1184,0.94,0.96,-0.126,0,0.259,0.286,0.249,82447.57,0
290,1439.75,32,1,0.347,3.554,2350,0.5,0.73,0.75,0,0.178,0.037,0.18,34231.51,0
291,1798.39,10,3,0.11,2.16,2000,0.99,0.77,0.958,1,0.24,0.174,0.042,80293.98,0
292,1818.18,26,10,0.045,1.099,3087,0.82,0.56,0.405,0,0.329,0.085,0.105,45077.48,0
293,14.43,118,90,0.702,0.297,15,0.28,0.24,-0.008,1,0.878,0.784,0.958,4.19,1
294,1320.57,11,16,0.212,0.534,3632,0.99,0.71,-0.996,0,0.248,0.233,0.377,79075.83,0
295,13.68,192,94,0.94,0.081,60,0.12,0.29,-0.061,1,0.924,0.884,0.791,7.55,1
296,6.97,194,127,0.719,0.025,37,0.3,0.15,0.04,1,0.782,0.679,0.874,3.15,1
297,922.9,32,1,0.192,1.886,2854,0.71,0.79,0.845,0,0.101,0.114,0.15,61768.71,0
298,1069.09,12,5,0.285,1.305,1116,0.53,0.77,-0.328,1,0.224,0.228,0.275,44984.49,0
299,7.82,169,60,0.917,0.061,138,0.29,0.2,-0.09,1,0.797,0.555,0.673,5.54,1
300,319.65,38,15,0.185,0.509,2814,0.69,0.52,0.673,1,0.368,0.28,0.133,8634.07,0
301,16.03,91,139,0.968,0.047,45,0.2,0.12,-0.004,1,0.805,0.478,0.751,1.02,1
302,232.45,2,15,0.266,2.777,3188,0.96,0.9,-0.499,0,0.266,0.027,0.171,26933.32,0
303,1055.89,8,19,0.398,2.636,2892,0.55,0.8,0.246,0,0.373,0.133,0.141,42433.17,0
304,1924.74,34,9,0.302,3.909,1538,0.97,0.74,-0.838,0,0.157,0.213,0.232,61635.97,0
305,1928.12,10,3,0.253,3.311,1094,0.53,0.92,0.128,0,0.296,0.034,0.115,62881.72,0
306,1918.33,3,5,0.154,3.334,770,0.59,0.97,0.779,0,0.0,0.13,0.212,38864.46,0
307,1057.82,27,7,0.216,4.666,3099,0.55,0.75,-0.4,0,0.271,0.068,0.28,86007.94,0
308,14.27,116,127,0.903,0.209,15,0.4,0.27,0.058,1,0.814,0.469,0.815,2.31,1
309,14.13,139,129,0.925,0.259,60,0.31,0.3,0.022,0,0.998,0.664,0.936,2.34,1
310,1994.0,28,11,0.112,3.931,1203,0.8,0.88,0.482,0,0.33,0.277,0.093,28501.79,0
311,25.67,157,65,0.793,0.282,134,0.25,0.14,-0.078,1,0.846,0.563,0.677,6.0,1
312,1084.62,23,2,0.293,1.988,856,0.9,0.95,-0.391,0,0.275,0.238,0.231,44417.02,0
313,20.7,110,70,0.723,0.166,150,0.24,0.21,0.009,1,0.7,0.402,0.759,5.37,1
314,7.41,184,67,0.957,0.077,145,0.15,0.26,0.088,1,0.812,0.729,0.632,5.45,1
315,9.03,95,69,0.938,0.069,95,0.19,0.2,-0.036,1,0.868,0.716,0.693,9.08,1
316,685.05,39,2,0.367,4.542,3482,0.6,0.91,0.046,0,0.25,0.284,0.033,9500.87,0
317,1197.99,23,7,0.04,4.062,2551,0.58,0.59,-0.106,0,0.191,0.279,0.005,31568.82,0
318,755.71,33,7,0.125,2.93,191,0.79,0.9,-0.598,0,0.039,0.089,0.171,83294.21,0
319,439.3,20,7,0.317,4.777,1839,0.94,0.58,-0.653,0,0.21,0.102,0.125,37304.25,0
320,24.94,199,80,0.786,0.083,167,0.33,0.25,0.083,1,0.931,0.773,0.852,4.84,1
321,9.62,112,68,0.818,0.183,11,0.31,0.25,0.039,1,0.695,0.495,0.844,6.35,1
322,1432.42,26,9,0.172,3.402,918,0.58,0.84,0.594,0,0.395,0.209,0.129,13122.71,0
323,568.53,25,8,0.39,1.748,1003,0.69,0.78,-0.203,0,0.276,0.29,0.357,85128.79,0
324,934.25,30,15,0.051,4.798,2443,0.79,0.9,-0.094,0,0.108,0.221,0.144,5887.87,0
325,9.77,136,136,0.963,0.022,8,0.15,0.11,0.089,1,0.696,0.442,0.971,6.22,1
326,1074.1,36,18,0.306,4.528,3076,0.54,0.83,-0.443,0,0.135,0.062,0.377,78269.52,0
327,511.7,39,7,0.197,4.765,889,0.9,0.58,-0.685,0,0.366,0.043,0.029,80756.58,0
328,1723.6,22,18,0.045,4.46,1699,0.51,0.96,-0.371,0,0.188,0.175,0.354,74937.89,0
329,1178.65,32,12,0.116,4.601,2269,0.74,1.0,-0.325,0,0.306,0.064,0.213,8331.5,0
330,210.37,37,5,0.198,2.009,1061,0.87,1.0,0.421,0,0.262,0.209,0.137,27707.77,0
331,17.97,122,66,0.754,0.17,162,0.16,0.25,-0.002,1,0.665,0.706,0.867,7.03,1
332,9.0,131,128,0.83,0.058,121,0.22,0.17,-0.091,1,0.606,0.691,0.642,8.86,1
333,1.99,119,113,0.872,0.254,72,0.35,0.25,0.06,1,0.675,0.518,0.854,9.17,1
334,201.84,14,3,0.348,2.755,2590,0.75,0.84,-0.525,0,0.105,0.064,0.327,28803.74,0
335,224.21,2,16,0.2,1.491,3640,0.85,0.63,0.171,0,0.049,0.236,0.277,66362.98,0
336,27.4,116,53,0.791,0.283,112,0.23,0.15,-0.014,1,0.627,0.584,0.985,1.13,1
337,577.0,5,8,0.097,3.929,2194,0.73,0.77,0.964,0,0.252,0.109,0.011,10120.99,0
338,1359.2,6,15,0.273,3.91,3279,0.82,0.8,0.235,0,0.225,0.087,0.063,52462.83,0
339,1788.6,33,14,0.084,2.157,1990,0.85,0.93,-0.389,0,0.043,0.257,0.039,60872.49,0
340,1458.47,34,4,0.395,4.777,2023,0.82,0.6,-0.963,0,0.341,0.122,0.032,56061.96,0
341,28.04,83,143,0.733,0.094,72,0.19,0.25,0.079,0,0.89,0.657,0.645,6.86,1
342,1710.39,8,9,0.209,1.895,2464,1.0,0.67,-0.441,0,0.298,0.075,0.21,28779.76,0
343,472.82,4,16,0.281,0.52,461,0.58,0.96,-0.459,0,0.326,0.1,0.332,28380.37,0
344,21.47,187,95,0.938,0.102,129,0.4,0.24,-0.018,1,0.766,0.844,0.793,8.41,1
345,21.97,157,53,0.946,0.127,114,0.25,0.21,0.008,1,0.979,0.851,0.95,8.21,1
346,3.04,123,79,0.854,0.042,97,0.23,0.25,-0.046,1,0.711,0.594,0.963,8.7,1
347,5.57,157,81,0.777,0.174,177,0.12,0.13,0.097,1,0.947,0.824,0.805,7.36,1
348,24.85,141,101,0.746,0.157,74,0.38,0.19,0.02,1,0.973,0.438,0.8,7.18,1
349,1962.47,35,16,0.065,1.0,2485,0.57,0.96,-0.594,0,0.25,0.157,0.23,37699.76,0
350,1322.21,35,19,0.349,4.044,2572,0.53,0.87,0.276,0,0.328,0.25,0.373,36181.03,0
351,1360.33,27,15,0.041,0.959,2746,0.57,0.73,0.894,0,0.047,0.151,0.369,38052.95,0
352,1687.59,9,18,0.105,2.498,1163,0.71,0.81,-0.208,0,0.08,0.178,0.231,34875.9,0
353,19.09,146,55,0.878,0.189,160,0.19,0.29,0.089,1,0.913,0.706,0.794,6.95,1
354,1420.5,27,4,0.099,2.34,2438,0.68,0.91,-0.32,0,0.368,0.089,0.388,71949.77,0
355,1349.49,17,7,0.383,4.138,2313,0.55,0.98,-0.531,0,0.207,0.169,0.281,46648.85,0
356,1846.6,2,0,0.118,2.691,1137,0.89,0.93,0.186,0,0.397,0.073,0.349,78741.76,0
357,1009.31,35,2,0.294,4.548,2624,0.59,0.8,-0.093,0,0.115,0.163,0.155,24344.35,0
358,1102.81,23,8,0.355,0.9,3219,0.62,0.84,-0.086,0,0.183,0.279,0.164,75204.39,0
359,1896.67,38,8,0.283,4.424,1751,0.96,0.78,0.758,1,0.344,0.121,0.255,40188.27,0
360,992.79,16,2,0.237,2.111,2929,0.85,0.5,-0.099,0,0.109,0.164,0.062,28000.12,0
361,1979.76,36,3,0.001,3.177,2978,0.82,0.54,0.081,1,0.003,0.05,0.326,77239.94,0
362,4.73,106,136,0.877,0.27,88,0.26,0.18,0.024,1,0.698,0.74,0.949,4.36,1
363,20.32,170,117,0.905,0.272,102,0.22,0.19,0.074,1,0.814,0.41,0.663,6.78,1
364,1445.76,23,8,0.22,3.281,1608,0.53,0.69,0.874,0,0.325,0.0,0.01,28346.96,0
365,1309.86,10,8,0.018,2.443,760,0.83,0.64,-0.33,0,0.392,0.19,0.386,23526.04,0
366,247.4,36,2,0.293,1.497,3222,0.87,0.64,-0.134,0,0.369,0.267,0.191,45031.55,0
367,1104.32,4,4,0.011,4.466,527,0.6,0.88,-0.354,0,0.065,0.146,0.037,67889.84,0
368,517.82,14,7,0.094,2.659,1328,0.95,0.74,-0.19,0,0.067,0.032,0.139,3507.85,0
369,821.26,30,4,0.099,1.553,1847,0.78,0.56,-0.091,0,0.215,0.19,0.383,56368.28,0
370,18.68,129,144,0.807,0.061,149,0.38,0.27,0.084,1,0.815,0.771,0.878,9.02,1
371,347.68,33,17,0.374,1.627,3644,0.98,0.65,-0.273,0,0.128,0.245,0.35,1012.86,0
372,1195.22,24,17,0.112,1.218,1738,0.57,0.96,0.448,0,0.22,0.103,0.326,29743.7,0
373,1398.85,19,14,0.146,2.355,1856,0.91,0.79,0.481,0,0.167,0.088,0.269,69728.86,0
374,279.56,30,8,0.174,3.385,2997,0.86,0.52,0.332,0,0.329,0.091,0.351,74137.56,0
375,872.87,4,17,0.032,1.356,2161,0.97,0.51,0.579,0,0.234,0.15,0.221,42814.39,0
376,1720.18,37,14,0.097,3.566,3530,0.7,0.81,-0.368,0,0.152,0.105,0.043,3449.09,0
377,10.16,189,91,0.866,0.184,118,0.18,0.13,-0.035,0,0.854,0.685,0.753,3.93,1
378,219.35,38,7,0.281,4.421,2078,0.61,0.58,-0.76,1,0.363,0.145,0.219,72466.69,0
379,19.76,197,129,0.955,0.082,89,0.29,0.24,-0.09,1,0.618,0.694,1.0,6.0,1
380,1492.23,5,12,0.19,4.291,2251,0.71,0.68,-0.979,0,0.328,0.102,0.385,33729.06,0
381,296.98,21,2,0.022,1.709,412,0.73,0.79,-0.437,0,0.197,0.107,0.031,30597.01,0
382,1379.02,14,19,0.223,2.982,3513,1.0,0.75,-0.403,0,0.26,0.131,0.127,892.54,0
383,8.87,167,139,0.923,0.125,83,0.1,0.16,-0.033,0,0.734,0.693,0.808,3.87,1
384,1515.56,10,15,0.134,4.5,1803,0.74,0.9,-0.153,0,0.04,0.191,0.281,77688.07,0
385,203.31,2,19,0.099,4.836,1951,0.78,0.68,-0.807,0,0.27,0.264,0.038,46696.12,0
386,25.07,181,84,0.941,0.285,113,0.17,0.21,-0.082,1,0.833,0.661,0.732,5.88,1
387,787.15,8,18,0.329,2.395,3514,0.81,0.51,0.301,1,0.143,0.28,0.268,16450.4,0
388,24.33,187,121,0.84,0.198,142,0.39,0.27,-0.002,1,0.933,0.574,0.957,5.23,1
389,2.41,162,69,0.775,0.152,61,0.4,0.19,0.004,1,0.816,0.659,0.604,1.02,1
390,1915.55,37,8,0.118,0.519,3442,0.51,0.61,0.206,0,0.022,0.016,0.224,48573.92,0
391,16.02,141,86,0.908,0.088,152,0.38,0.16,0.004,1,0.745,0.886,0.985,3.27,1
392,400.25,10,9,0.252,4.308,1711,0.88,0.97,0.04,0,0.314,0.216,0.26,83408.44,0
393,3.18,162,61,0.918,0.279,34,0.13,0.28,-0.03,1,0.744,0.463,0.836,5.73,1
394,1142.38,24,11,0.243,2.902,3539,0.86,0.81,-0.887,1,0.007,0.241,0.192,70685.56,0
395,29.75,199,131,0.763,0.155,17,0.39,0.13,-0.037,1,0.791,0.636,0.67,2.3,1
396,1717.68,11,15,0.245,2.645,941,0.68,0.65,-0.313,0,0.021,0.234,0.056,11529.29,0
397,1379.22,30,3,0.354,0.738,3277,0.55,0.94,0.751,1,0.082,0.014,0.178,76086.97,0
398,403.25,19,3,0.132,3.385,2372,0.96,0.7,0.268,0,0.171,0.164,0.142,68504.91,0
399,17.08,87,108,0.942,0.065,117,0.3,0.2,0.028,0,0.849,0.789,0.8,4.22,1
400,1611.81,21,2,0.326,2.847,2017,0.75,0.98,0.958,0,0.206,0.086,0.399,23736.95,0
401,1146.72,25,13,0.19,1.955,2615,0.65,0.84,-0.899,0,0.017,0.107,0.035,29384.53,0
402,504.14,25,3,0.336,3.608,1129,0.83,0.69,0.855,1,0.26,0.181,0.336,44631.45,0
403,7.96,88,72,0.983,0.016,26,0.14,0.26,-0.045,1,0.687,0.693,0.739,6.92,1
404,659.52,9,19,0.097,2.635,3461,0.97,0.6,-0.136,1,0.051,0.143,0.173,69994.92,0
405,1662.71,33,4,0.312,3.997,2882,0.61,0.58,-0.692,1,0.328,0.188,0.086,29213.46,0
406,28.26,184,147,0.933,0.124,160,0.4,0.28,-0.056,0,0.702,0.664,0.669,2.51,1
407,1349.2,27,6,0.362,2.267,1968,0.73,0.85,0.34,0,0.234,0.24,0.229,38925.8,0
408,21.04,153,77,0.838,0.081,10,0.24,0.18,-0.029,1,0.869,0.617,0.73,7.69,1
409,1914.54,31,11,0.203,2.332,2452,0.77,0.66,0.048,0,0.335,0.3,0.129,72786.57,0
410,715.17,18,1,0.324,0.998,620,0.72,0.96,-0.744,0,0.128,0.037,0.157,37008.13,0
411,472.87,19,5,0.035,1.601,3141,0.77,0.89,-0.812,0,0.326,0.214,0.165,81253.83,0
412,997.78,2,6,0.222,3.796,822,0.82,0.7,0.526,0,0.077,0.168,0.2,23060.73,0
413,9.23,80,83,0.928,0.257,10,0.27,0.19,0.01,0,0.761,0.629,0.939,7.83,1
414,19.94,193,120,0.721,0.178,95,0.17,0.25,-0.024,0,0.604,0.63,0.795,1.2,1
415,480.79,6,8,0.122,2.201,813,0.88,0.58,-0.619,0,0.232,0.283,0.187,26178.08,0
416,14.34,189,139,0.905,0.202,26,0.19,0.13,0.031,0,0.839,0.835,0.956,5.04,1
417,0.55,94,80,0.874,0.082,35,0.23,0.21,0.078,1,0.653,0.645,0.899,1.99,1
418,1443.19,28,15,0.036,2.649,3065,0.87,0.95,-0.545,1,0.114,0.015,0.198,9586.65,0
419,9.2,156,120,0.952,0.198,130,0.25,0.25,-0.056,1,0.697,0.896,0.679,6.18,1
420,604.96,11,16,0.208,3.319,2409,0.96,0.65,-0.951,1,0.392,0.13,0.182,12506.44,0
421,0.62,103,126,0.9,0.163,94,0.11,0.19,0.034,1,0.89,0.441,0.78,7.09,1
422,2.68,149,88,0.964,0.284,11,0.37,0.3,0.049,0,0.761,0.819,0.692,8.48,1
423,19.55,91,67,0.959,0.147,72,0.15,0.14,-0.082,0,0.781,0.665,0.607,8.17,1
424,1925.04,24,12,0.274,1.117,2251,0.89,0.74,0.984,0,0.076,0.207,0.278,50326.13,0
425,1283.19,21,12,0.089,1.466,1642,0.83,0.77,-0.778,0,0.071,0.099,0.381,59057.75,0
426,1349.36,23,5,0.219,4.235,3254,0.69,0.92,-0.425,0,0.199,0.278,0.109,23052.81,0
427,1258.93,35,19,0.266,3.382,1711,0.86,0.69,0.223,0,0.064,0.217,0.362,15910.51,0
428,29.67,136,83,0.723,0.281,157,0.35,0.18,-0.012,1,0.91,0.417,0.837,2.68,1
429,871.01,16,13,0.171,4.281,1186,0.53,0.69,-0.479,0,0.022,0.217,0.047,1303.52,0
430,200.87,11,3,0.067,3.516,535,0.85,0.63,0.122,0,0.32,0.128,0.346,72.59,0
431,16.59,85,132,0.817,0.155,28,0.16,0.23,-0.084,1,0.621,0.677,0.912,2.05,1
432,14.08,100,61,0.848,0.26,170,0.31,0.22,-0.089,1,0.87,0.739,0.749,9.48,1
433,1524.69,26,17,0.094,4.118,1299,0.94,0.95,-0.23,1,0.022,0.229,0.135,42141.85,0
434,1594.96,24,10,0.234,1.08,1785,0.62,0.86,-0.939,0,0.2,0.069,0.319,80448.77,0
435,1047.85,12,11,0.137,3.33,3148,0.93,0.86,-0.889,0,0.037,0.287,0.098,80582.5,0
436,23.4,171,110,0.796,0.103,71,0.36,0.23,0.001,1,0.989,0.721,0.744,8.35,1
437,1714.07,25,12,0.397,2.566,3593,0.88,0.75,-0.089,0,0.356,0.027,0.278,80079.12,0
438,15.21,109,90,0.867,0.113,137,0.11,0.22,-0.002,0,0.998,0.849,0.717,5.87,1
439,1193.51,21,5,0.325,2.477,2865,0.94,0.63,-0.838,1,0.157,0.187,0.221,18466.13,0
440,17.1,194,101,0.901,0.199,54,0.12,0.16,-0.067,1,0.625,0.774,0.753,7.08,1
441,1388.66,17,16,0.102,2.024,265,0.83,0.6,0.258,0,0.216,0.141,0.397,1998.51,0
442,25.39,102,130,0.841,0.091,84,0.1,0.24,-0.019,1,0.711,0.755,0.851,1.11,1
443,1268.67,7,14,0.045,3.382,3051,0.58,0.76,0.828,0,0.241,0.037,0.267,76757.6,0
444,1924.46,38,11,0.226,2.559,1797,0.81,0.98,-0.751,0,0.021,0.096,0.248,72676.86,0
445,1183.59,4,19,0.343,4.703,3625,0.61,0.53,0.79,0,0.307,0.109,0.017,22470.87,0
446,22.79,145,58,0.913,0.016,3,0.25,0.16,0.045,1,0.967,0.692,0.785,8.36,1
447,26.9,198,52,0.857,0.129,36,0.4,0.28,0.015,1,0.602,0.888,0.796,7.51,1
448,2.36,193,83,0.763,0.068,6,0.35,0.17,-0.015,1,0.914,0.849,0.776,3.11,1
449,24.46,107,86,0.956,0.132,155,0.15,0.19,0.046,0,0.661,0.41,0.997,7.85,1
450,8.68,194,100,0.919,0.074,120,0.25,0.24,-0.071,1,0.834,0.56,0.8,4.37,1
451,899.22,23,13,0.295,4.176,3222,0.79,0.77,0.951,0,0.169,0.049,0.239,73263.56,0
452,19.68,128,81,0.758,0.203,88,0.31,0.22,-0.063,1,0.764,0.75,0.855,5.79,1
453,5.68,193,122,0.901,0.019,135,0.27,0.17,-0.06,1,0.622,0.435,0.776,3.27,1
454,914.88,8,15,0.285,3.752,3448,0.82,0.84,-0.694,1,0.318,0.076,0.232,32564.07,0
455,1279.25,34,18,0.212,1.011,3257,0.61,0.81,-0.22,0,0.116,0.023,0.266,48191.55,0
456,18.03,93,83,0.975,0.128,36,0.4,0.25,0.057,1,0.842,0.554,0.935,6.53,1
457,13.82,192,129,0.907,0.264,16,0.27,0.17,-0.011,1,0.751,0.529,0.697,5.12,1
458,654.66,19,3,0.361,3.585,1173,0.82,0.85,0.842,0,0.244,0.198,0.059,40654.28,0
459,1739.99,38,3,0.245,0.707,1293,0.76,0.91,-0.779,0,0.128,0.252,0.311,34604.98,0
460,8.83,103,109,0.99,0.064,15,0.24,0.12,-0.075,1,0.772,0.5,0.797,1.58,1
461,572.57,30,3,0.058,1.493,3079,0.83,0.96,-0.834,0,0.25,0.059,0.26,4359.6,0
462,821.94,3,14,0.123,0.563,1712,0.81,0.55,-0.869,0,0.157,0.106,0.001,14018.77,0
463,28.95,180,116,0.89,0.166,7,0.38,0.29,0.019,0,0.642,0.817,0.932,9.51,1
464,1788.23,8,0,0.394,1.891,252,0.98,0.52,0.282,0,0.082,0.139,0.063,85435.05,0
465,1642.16,14,15,0.289,1.275,1639,0.66,0.91,-0.297,0,0.311,0.15,0.313,27421.41,0
466,3.16,161,75,0.85,0.258,165,0.23,0.14,0.002,1,0.924,0.768,0.866,2.02,1
467,546.91,32,0,0.221,2.675,1359,0.92,0.59,-0.653,0,0.314,0.068,0.337,41507.61,0
468,724.14,9,4,0.129,4.658,2862,0.71,0.81,-0.838,0,0.307,0.142,0.382,50080.14,0
469,1267.89,33,16,0.222,2.654,3325,0.74,0.61,-0.997,0,0.388,0.289,0.12,71616.31,0
470,19.58,112,107,0.92,0.093,128,0.26,0.17,-0.075,0,0.822,0.41,0.641,4.13,1
471,1863.59,18,4,0.366,3.12,294,0.68,0.54,-0.628,0,0.277,0.122,0.313,61270.82,0
472,27.13,136,78,0.975,0.207,14,0.25,0.2,-0.095,1,0.896,0.655,0.698,4.02,1
473,20.63,122,116,0.908,0.049,126,0.29,0.26,-0.033,1,0.811,0.797,0.996,2.81,1
474,17.51,86,115,0.768,0.293,121,0.15,0.22,-0.047,1,0.76,0.697,0.818,3.2,1
475,6.41,80,113,0.772,0.267,146,0.38,0.27,0.094,1,0.87,0.713,0.849,2.32,1
476,263.69,12,7,0.146,2.361,1014,0.56,0.7,-0.143,0,0.095,0.211,0.4,74679.42,0
477,3.01,196,96,0.774,0.217,101,0.22,0.26,0.048,1,0.994,0.548,0.858,8.7,1
478,13.05,168,146,0.717,0.212,101,0.33,0.13,0.019,1,0.644,0.636,0.9,6.5,1
479,231.66,31,3,0.003,4.191,912,0.87,0.68,0.398,0,0.124,0.169,0.28,23002.86,0
480,695.04,38,14,0.24,1.163,337,0.56,0.76,0.154,0,0.024,0.107,0.08,30959.14,0
481,1695.91,19,1,0.122,4.916,1357,0.82,0.93,-0.875,1,0.209,0.074,0.146,4867.18,0
482,325.12,37,5,0.053,2.701,501,0.87,0.68,-0.613,0,0.023,0.242,0.041,54071.53,0
483,983.2,12,5,0.071,1.101,1739,0.6,0.92,0.947,0,0.074,0.293,0.024,23886.44,0
484,1894.22,17,18,0.25,2.676,3519,0.85,0.69,-0.061,0,0.169,0.032,0.362,58128.83,0
485,12.15,93,53,0.724,0.136,38,0.28,0.2,0.039,0,0.714,0.81,0.632,8.7,1
486,1394.19,24,17,0.206,2.326,461,0.75,0.51,-0.164,0,0.245,0.291,0.13,14006.01,0
487,7.96,131,120,0.868,0.115,112,0.18,0.26,-0.054,0,0.913,0.754,0.673,2.05,1
488,24.65,96,66,0.938,0.245,1,0.27,0.22,-0.067,1,0.847,0.885,0.891,9.3,1
489,230.63,5,12,0.032,3.462,2648,0.62,0.7,0.088,0,0.335,0.154,0.125,34577.58,0
490,15.46,161,111,0.999,0.27,13,0.17,0.21,0.019,1,0.637,0.839,0.706,2.17,1
491,811.14,3,10,0.211,3.591,2569,0.94,0.59,-0.313,0,0.272,0.262,0.304,31430.01,0
492,1663.98,5,10,0.118,1.476,1891,0.86,0.87,0.798,0,0.006,0.078,0.396,56364.43,0
493,5.09,174,71,0.89,0.047,154,0.31,0.16,0.009,0,0.781,0.841,0.768,8.56,1
494,1008.72,5,7,0.179,2.963,444,0.63,0.73,-0.089,0,0.365,0.062,0.358,49371.09,0
495,23.37,137,54,0.849,0.022,116,0.11,0.22,0.06,1,0.999,0.628,0.9,7.0,1
496,1409.4,21,11,0.31,2.861,1880,0.56,0.71,-0.404,1,0.203,0.173,0.094,69051.15,0
497,8.72,87,137,0.971,0.289,17,0.35,0.21,-0.058,1,0.822,0.771,0.688,4.31,1
498,422.14,12,10,0.362,1.303,1282,0.95,0.73,0.057,0,0.027,0.234,0.205,56800.66,0
499,1598.84,1,8,0.197,4.391,3395,0.53,0.51,0.546,0,0.007,0.044,0.123,40182.26,0
500,12.16,166,50,0.993,0.05,100,0.23,0.21,0.06,1,0.986,0.791,0.719,6.77,1
501,1423.34,37,9,0.042,3.135,387,0.55,0.93,0.007,0,0.295,0.268,0.276,68435.46,0
502,1.57,94,130,0.854,0.242,42,0.17,0.14,0.097,1,0.651,0.673,0.943,7.1,1
503,1745.21,30,8,0.106,4.735,976,0.64,0.93,0.194,0,0.264,0.257,0.293,18288.46,0
504,0.41,134,55,0.908,0.165,133,0.4,0.21,0.054,1,0.94,0.524,0.78,2.16,1
505,490.62,1,2,0.027,4.186,2833,0.95,0.86,-0.139,1,0.119,0.077,0.358,61134.48,0
506,1.17,91,53,0.967,0.017,65,0.39,0.18,0.013,1,0.897,0.744,0.735,2.01,1
507,11.71,176,124,0.776,0.135,52,0.1,0.17,-0.024,1,0.682,0.591,0.61,7.87,1
508,1230.46,35,3,0.371,2.699,2617,0.71,0.74,0.348,0,0.361,0.24,0.349,52689.29,0
509,747.52,22,16,0.026,3.99,1304,0.86,0.8,-0.716,0,0.101,0.3,0.107,19977.42,0
510,2.02,116,74,0.849,0.219,117,0.1,0.13,0.08,1,0.839,0.7,0.866,2.58,1
511,8.02,165,54,0.756,0.215,81,0.31,0.27,0.019,1,0.9,0.686,0.725,7.71,1
